population,scenario,date,estimate,lower,upper,averted,averted_lower,averted_upper,cume_averted,cume_averted_lower,cume_averted_upper,scenario_cat
infant,vaccine15,2025-02-08,120.44328,117.39247396306068,124.25678754617415,6.673638205804749,2.8601306596306064,9.724444242744063,334.972914934037,143.5598206860158,488.1033903324538,15% vaccination
infant,vaccine15,2025-02-15,103.0107,100.40145799472296,106.27225250659632,5.707716886543536,2.4461643799472297,8.316958891820581,340.6806318205806,146.00598506596302,496.4203492242744,15% vaccination
infant,vaccine15,2025-02-22,103.0107,100.40145799472296,106.27225250659632,5.707716886543536,2.4461643799472297,8.316958891820581,346.3883487071241,148.45214944591024,504.737308116095,15% vaccination
infant,vaccine15,2025-03-01,42.789060000000006,41.70522101319262,44.14385873350924,2.370897783641161,1.0160990501319263,3.454736770448549,348.7592464907653,149.46824849604215,508.19204488654356,15% vaccination
infant,vaccine15,2025-03-08,68.14554,66.41942605804749,70.30318242744063,3.7758742480211076,1.6182318205804749,5.5019881899736145,352.5351207387864,151.0864803166226,513.6940330765171,15% vaccination
infant,vaccine15,2025-03-15,85.57812000000001,83.41044202638524,88.28771746701848,4.741795567282322,2.0321981002638525,6.909473540897098,357.27691630606876,153.11867841688647,520.6035066174143,15% vaccination
infant,vaccine15,2025-03-22,68.14554,66.41942605804749,70.30318242744063,3.7758742480211076,1.6182318205804749,5.5019881899736145,361.0527905540899,154.73691023746693,526.1054948073879,15% vaccination
infant,vaccine15,2025-03-29,77.65422,75.68725294986807,80.11292881266492,4.302740422163588,1.8440316094986806,6.269707472295514,365.3555309762535,156.5809418469656,532.3752022796834,15% vaccination
infant,vaccine15,2025-04-05,81.32886000000002,79.26881499736149,83.90391625329816,4.506348443271768,1.9312921899736148,6.566393445910291,369.8618794195252,158.51223403693922,538.9415957255937,15% vaccination
infant,vaccine15,2025-04-12,33.133979999999994,32.29470240633245,34.18307699208443,1.8359197361477568,0.7868227440633243,2.675197329815303,371.69779915567295,159.29905678100255,541.6167930554091,15% vaccination
infant,vaccine15,2025-04-19,7.530449999999998,7.339705092348283,7.7688811345646425,0.41725448548812655,0.1788233509234828,0.6079993931398416,372.11505364116107,159.47788013192604,542.2247924485489,15% vaccination
infant,vaccine15,2025-04-26,57.23142000000001,55.78175870184697,59.0434966226913,3.1711340897097626,1.3590574670184699,4.620795387862797,375.28618773087084,160.8369375989445,546.8455878364117,15% vaccination
infant,vaccine50,2024-01-06,275.9775197889182,249.21606332453828,309.4293403693932,58.540686015831135,25.0888654353562,85.30214248021109,58.540686015831135,25.0888654353562,85.30214248021109,50% vaccination
infant,vaccine50,2024-01-13,237.34066701846965,214.3258144591029,266.10923271767814,50.34498997361477,21.57642427440633,73.35984253298153,108.8856759894459,46.66528970976253,158.66198501319263,50% vaccination
infant,vaccine50,2024-01-20,161.44684907651714,145.79139704485488,181.01616411609498,34.246301319261214,14.676986279683376,49.901753350923485,143.13197730870712,61.34227598944591,208.56373836411612,50% vaccination
infant,vaccine50,2024-01-27,191.80437625329813,173.20516401055409,215.05339155672823,40.68577678100264,17.43676147757256,59.284989023746704,183.81775408970975,78.77903746701847,267.8487273878628,50% vaccination
infant,vaccine50,2024-02-03,206.98313984168865,186.9120474934037,232.07200527704487,43.90551451187335,18.816649076517148,63.97660686015831,227.7232686015831,97.59568654353562,331.82533424802114,50% vaccination
infant,vaccine50,2024-02-10,176.62561266490764,159.49828052770448,198.03477783641162,37.466039050131926,16.056873878627968,54.593371187335094,265.189307651715,113.65256042216359,386.41870543535623,50% vaccination
infant,vaccine50,2024-02-17,168.34628707124008,152.0217986279683,188.7518976253298,35.70981846965699,15.30420791556728,52.034306912928756,300.899126121372,128.95676833773086,438.453012348285,50% vaccination
infant,vaccine50,2024-02-24,107.63123271767807,97.1942646965699,120.67744274406331,22.830867546174137,9.784657519788917,33.26783556728232,323.7299936675461,138.74142585751977,471.7208479155673,50% vaccination
infant,vaccine50,2024-03-02,84.17314353562004,76.01089931398415,94.3759488126649,17.854909234828494,7.65210395778364,26.017153456464378,341.5849029023746,146.39352981530342,497.73800137203165,50% vaccination
infant,vaccine50,2024-03-09,77.27370554089708,69.7804977308707,86.64021530343008,16.391392084432717,7.024882321899735,23.8845998944591,357.9762949868073,153.41841213720315,521.6226012664907,50% vaccination
infant,vaccine50,2024-03-16,53.81561635883904,48.59713234828495,60.33872137203166,11.415433773087068,4.8923287598944585,16.63391778364116,369.39172875989436,158.31074089709762,538.2565190501319,50% vaccination
infant,vaccine50,2024-03-23,45.5362907651715,41.12065044854881,51.05584116094987,9.659213192612135,4.139662796833773,14.074853509234828,379.0509419525065,162.45040369393138,552.3313725593667,50% vaccination
infant,vaccine50,2024-03-30,77.27370554089708,69.7804977308707,86.64021530343008,16.391392084432717,7.024882321899735,23.8845998944591,395.4423340369392,169.4752860158311,576.2159724538259,50% vaccination
infant,vaccine50,2024-04-06,28.850167282321895,26.052575303430075,32.34715725593667,6.119732453825856,2.6227424802110813,8.917324432717677,401.56206649076506,172.0980284960422,585.1332968865436,50% vaccination
infant,vaccine50,2024-04-13,36.71839472295514,33.15782311345646,41.1691092348285,7.788750395778362,3.338035883905013,11.349322005277044,409.35081688654344,175.4360643799472,596.4826188918206,50% vaccination
infant,vaccine50,2024-04-20,43.275250923482844,39.07886295514511,48.52073588390501,9.179598680738785,3.934113720316622,13.375986649076516,418.5304155672822,179.37017810026381,609.8586055408971,50% vaccination
infant,vaccine50,2024-04-27,28.850167282321895,26.052575303430075,32.34715725593667,6.119732453825856,2.6227424802110813,8.917324432717677,424.65014802110807,181.9929205804749,618.7759299736148,50% vaccination
infant,vaccine50,2024-05-04,43.275250923482844,39.07886295514511,48.52073588390501,9.179598680738785,3.934113720316622,13.375986649076516,433.82974670184683,185.92703430079152,632.1519166226913,50% vaccination
infant,vaccine50,2024-05-11,22.29331108179419,20.13153546174142,24.995530606860154,4.728884168865434,2.0266646437994718,6.890659788918204,438.55863087071225,187.953698944591,639.0425764116095,50% vaccination
infant,vaccine50,2024-05-18,36.71839472295514,33.15782311345646,41.1691092348285,7.788750395778362,3.338035883905013,11.349322005277044,446.34738126649063,191.291734828496,650.3918984168865,50% vaccination
infant,vaccine50,2024-05-25,43.275250923482844,39.07886295514511,48.52073588390501,9.179598680738785,3.934113720316622,13.375986649076516,455.5269799472294,195.22584854881262,663.767885065963,50% vaccination
infant,vaccine50,2024-06-01,65.56856200527704,59.21039841688655,73.51626649076518,13.908482849604221,5.960778364116095,20.266646437994723,469.43546279683363,201.18662691292872,684.0345315039577,50% vaccination
infant,vaccine50,2024-06-08,51.14347836411609,46.1841107651715,57.342687862796836,10.848616622691292,4.649407124010554,15.807984221635884,480.2840794195249,205.83603403693928,699.8425157255937,50% vaccination
infant,vaccine50,2024-06-15,36.71839472295514,33.15782311345646,41.1691092348285,7.788750395778362,3.338035883905013,11.349322005277044,488.0728298153033,209.1740699208443,711.1918377308707,50% vaccination
infant,vaccine50,2024-06-22,79.99364564643797,72.23668606860157,89.6898451187335,16.968349076517146,7.272149604221634,24.725308654353558,505.04117889182044,216.4462195250659,735.9171463852242,50% vaccination
infant,vaccine50,2024-06-29,79.99364564643797,72.23668606860157,89.6898451187335,16.968349076517146,7.272149604221634,24.725308654353558,522.0095279683376,223.71836912928754,760.6424550395777,50% vaccination
infant,vaccine50,2024-07-06,76.91678311345643,69.45818596306067,86.24002955145117,16.31568126649076,6.99243482849604,23.77427841688654,538.3252092348283,230.71080395778358,784.4167334564643,50% vaccination
infant,vaccine50,2024-07-13,107.13409076517146,96.74533044854878,120.12004116094984,22.72541319261213,9.73946279683377,33.11417350923482,561.0506224274404,240.45026675461736,817.530906965699,50% vaccination
infant,vaccine50,2024-07-20,145.59248232189972,131.47442343007916,163.24005593667547,30.88325382585752,13.235680211081794,45.001312717678104,591.933876253298,253.68594696569915,862.5322196833772,50% vaccination
infant,vaccine50,2024-07-27,107.13409076517146,96.74533044854878,120.12004116094984,22.72541319261213,9.73946279683377,33.11417350923482,614.6592894459101,263.4254097625329,895.646393192612,50% vaccination
infant,vaccine50,2024-08-03,107.13409076517146,96.74533044854878,120.12004116094984,22.72541319261213,9.73946279683377,33.11417350923482,637.3847026385222,273.1648725593667,928.7605667018468,50% vaccination
infant,vaccine50,2024-08-10,175.80978997361476,158.76156791556727,197.12006754617414,37.29298575197889,15.982708179419523,54.34120781002638,674.6776883905011,289.14758073878625,983.1017745118731,50% vaccination
infant,vaccine50,2024-08-17,160.70113614775724,145.1179956728232,180.18006174142482,34.088119788918206,14.609194195250659,49.67126026385224,708.7658081794193,303.7567749340369,1032.7730347757254,50% vaccination
infant,vaccine50,2024-08-24,98.8930068601583,89.30338195250658,110.88003799472295,20.977304485488123,8.990273350923482,30.56692939313984,729.7431126649075,312.7470482849604,1063.3399641688652,50% vaccination
infant,vaccine50,2024-08-31,122.24274459102901,110.38890269129286,137.0600469656992,25.930279155672817,11.112976781002637,37.78412105540897,755.6733918205803,323.86002506596304,1101.1240852242743,50% vaccination
infant,vaccine50,2024-09-07,114.00166068601584,102.94695419525067,127.82004379947232,24.182170448548813,10.363787335092349,35.23687693931399,779.8555622691291,334.2238124010554,1136.3609621635883,50% vaccination
infant,vaccine50,2024-09-14,68.67569920844328,62.01623746701847,77.00002638522427,14.567572559366754,6.243245382585752,21.22703430079156,794.4231348284959,340.46705778364117,1157.5879964643798,50% vaccination
infant,vaccine50,2024-09-21,137.35139841688655,124.03247493403694,154.00005277044855,29.135145118733508,12.486490765171505,42.45406860158312,823.5582799472294,352.95354854881265,1200.042065065963,50% vaccination
infant,vaccine50,2024-09-28,92.02543693931399,83.10175820580476,103.18003535620055,19.52054722955145,8.365948812664907,28.44422596306069,843.0788271767808,361.31949736147754,1228.4862910290237,50% vaccination
infant,vaccine50,2024-10-05,36.955811873350925,33.37221799472295,41.43530422163589,7.83911160949868,3.3596192612137203,11.422705488126649,850.9179387862795,364.67911662269125,1239.9089965171504,50% vaccination
infant,vaccine50,2024-10-12,58.855552242744054,53.148347176780995,65.98955857519789,12.484511081794192,5.350504749340368,18.191716147757255,863.4024498680736,370.0296213720316,1258.1007126649076,50% vaccination
infant,vaccine50,2024-10-19,58.855552242744054,53.148347176780995,65.98955857519789,12.484511081794192,5.350504749340368,18.191716147757255,875.8869609498678,375.380126121372,1276.2924288126649,50% vaccination
infant,vaccine50,2024-10-26,36.955811873350925,33.37221799472295,41.43530422163589,7.83911160949868,3.3596192612137203,11.422705488126649,883.7260725593665,378.7397453825857,1287.7151343007915,50% vaccination
infant,vaccine50,2024-11-02,43.79948073878628,39.5522583641161,49.10850870712402,9.290798944591028,3.9817709762532982,13.538021319261215,893.0168715039575,382.721516358839,1301.2531556200527,50% vaccination
infant,vaccine50,2024-11-09,21.89974036939314,19.77612918205805,24.55425435356201,4.645399472295514,1.9908854881266491,6.769010659630608,897.662270976253,384.71240184696563,1308.0221662796832,50% vaccination
infant,vaccine50,2024-11-16,80.7552926121372,72.92447635883906,90.5438129287599,17.129910554089708,7.341390237467018,24.960726807387864,914.7921815303428,392.05379208443264,1332.982893087071,50% vaccination
infant,vaccine50,2024-11-23,73.91162374670185,66.7444359894459,82.87060844327178,15.67822321899736,6.719238522427441,22.845410976253298,930.4704047493401,398.77303060686006,1355.8283040633244,50% vaccination
infant,vaccine50,2024-11-30,58.855552242744054,53.148347176780995,65.98955857519789,12.484511081794192,5.350504749340368,18.191716147757255,942.9549158311343,404.1235353562004,1374.0200202110816,50% vaccination
infant,vaccine50,2024-12-07,52.011883377308706,46.96830680738786,58.31635408970977,11.032823746701848,4.728353034300792,16.076400316622692,953.9877395778361,408.8518883905012,1390.0964205277044,50% vaccination
infant,vaccine50,2024-12-14,80.7552926121372,72.92447635883906,90.5438129287599,17.129910554089708,7.341390237467018,24.960726807387864,971.1176501319259,416.1932786279682,1415.0571473350922,50% vaccination
infant,vaccine50,2024-12-21,73.91162374670185,66.7444359894459,82.87060844327178,15.67822321899736,6.719238522427441,22.845410976253298,986.7958733509232,422.9125171503956,1437.9025583113455,50% vaccination
infant,vaccine50,2024-12-28,104.02376675461741,93.93661361477572,116.63270817941954,22.065647493403695,9.456706068601584,32.152800633245384,1008.861520844327,432.3692232189972,1470.0553589445908,50% vaccination
infant,vaccine50,2025-01-04,104.87145751978892,94.70210406332454,117.5831493403694,22.24546068601583,9.533768865435356,32.41481414248021,1031.1069815303429,441.9029920844326,1502.470173087071,50% vaccination
infant,vaccine50,2025-01-11,52.43572875989446,47.35105203166227,58.7915746701847,11.122730343007914,4.766884432717678,16.207407071240105,1042.2297118733509,446.66987651715027,1518.6775801583112,50% vaccination
infant,vaccine50,2025-01-18,74.51393034300793,67.28833709762534,83.54592189973617,15.805985224274409,6.773993667546175,23.031578469656996,1058.0356970976252,453.44387018469644,1541.7091586279682,50% vaccination
infant,vaccine50,2025-01-25,81.41336833773087,73.51873868073879,91.28165540897098,17.269502374670182,7.401215303430079,25.16413203166227,1075.3051994722953,460.84508548812653,1566.8732906596306,50% vaccination
infant,vaccine50,2025-02-01,89.69269393139841,80.99522058047494,100.56453562005278,19.025722955145117,8.153881266490766,27.7231963060686,1094.3309224274403,468.9989667546173,1594.5964869656991,50% vaccination
infant,vaccine50,2025-02-08,104.87145751978892,94.70210406332454,117.5831493403694,22.24546068601583,9.533768865435356,32.41481414248021,1116.5763831134561,478.5327356200527,1627.0113011081794,50% vaccination
infant,vaccine50,2025-02-15,89.69269393139841,80.99522058047494,100.56453562005278,19.025722955145117,8.153881266490766,27.7231963060686,1135.6021060686012,486.68661688654345,1654.734497414248,50% vaccination
infant,vaccine50,2025-02-22,89.69269393139841,80.99522058047494,100.56453562005278,19.025722955145117,8.153881266490766,27.7231963060686,1154.6278290237462,494.8404981530342,1682.4576937203165,50% vaccination
infant,vaccine50,2025-03-01,37.256965171503964,33.64416854881267,41.772960949868086,7.902992612137204,3.3869968337730874,11.515789234828498,1162.5308216358835,498.2274949868073,1693.9734829551448,50% vaccination
infant,vaccine50,2025-03-08,59.33516675461741,53.581453614775725,66.52730817941953,12.586247493403693,5.394106068601583,18.339960633245383,1175.1170691292873,503.62160105540886,1712.3134435883903,50% vaccination
infant,vaccine50,2025-03-15,74.51393034300793,67.28833709762534,83.54592189973617,15.805985224274409,6.773993667546175,23.031578469656996,1190.9230543535616,510.395594722955,1735.3450220580473,50% vaccination
infant,vaccine50,2025-03-22,59.33516675461741,53.581453614775725,66.52730817941953,12.586247493403693,5.394106068601583,18.339960633245383,1203.5093018469654,515.7897007915566,1753.6849826912928,50% vaccination
infant,vaccine50,2025-03-29,67.61449234828495,61.057935514511875,75.81018839050132,14.342468073878628,6.146772031662269,20.899024907651714,1217.851769920844,521.9364728232189,1774.5840075989445,50% vaccination
infant,vaccine50,2025-04-05,70.81404696569922,63.94723029023748,79.3975678100264,15.02116147757256,6.437640633245383,21.887978153034304,1232.8729313984165,528.3741134564642,1796.4719857519788,50% vaccination
infant,vaccine50,2025-04-12,28.850167282321895,26.052575303430075,32.34715725593667,6.119732453825856,2.6227424802110813,8.917324432717677,1238.9926638522425,530.9968559366753,1805.3893101846963,50% vaccination
infant,vaccine50,2025-04-19,6.556856200527703,5.921039841688653,7.3516266490765165,1.3908482849604218,0.5960778364116094,2.0266646437994718,1240.3835121372028,531.5929337730869,1807.4159748284958,50% vaccination
infant,vaccine50,2025-04-26,49.832107124010555,44.99990279683377,55.87236253298154,10.570446965699208,4.530191556728233,15.40265129287599,1250.953959102902,536.1231253298151,1822.8186261213718,50% vaccination
pregnant,observed,2024-01-06,123.2409,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-01-13,128.5992,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-01-20,107.166,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-01-27,91.09110000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-02-03,91.09110000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-02-10,80.37450000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-02-17,64.2996,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-02-24,75.0162,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-03-02,64.2996,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-03-09,37.5081,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-03-16,37.5081,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-03-23,32.1498,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-03-30,26.7915,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-04-06,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-04-13,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-04-20,15.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-04-27,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-05-04,15.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-05-11,15.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-05-18,15.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-05-25,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-06-01,25.479750000000003,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-06-08,25.479750000000003,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-06-15,30.575699999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-06-22,25.479750000000003,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-06-29,40.76760000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-07-06,52.629000000000005,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-07-13,52.629000000000005,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-07-20,57.89190000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-07-27,73.68059999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-08-03,78.9435,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-08-10,89.46929999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-08-17,73.68059999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-08-24,78.9435,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-08-31,68.41770000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-09-07,63.15479999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-09-14,63.15479999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-09-21,52.629000000000005,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-09-28,42.10320000000001,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-10-05,38.5098,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-10-12,38.5098,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-10-19,22.005599999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-10-26,33.008399999999995,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-11-02,27.506999999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-11-09,27.506999999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-11-16,22.005599999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-11-23,27.506999999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-11-30,22.005599999999998,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-12-07,33.008399999999995,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-12-14,33.008399999999995,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-12-21,38.5098,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2024-12-28,49.5126,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-01-04,53.583,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-01-11,42.8664,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-01-18,48.224700000000006,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-01-25,42.8664,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-02-01,53.583,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-02-08,48.224700000000006,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-02-15,37.5081,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-02-22,42.8664,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-03-01,32.1498,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-03-08,32.1498,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-03-15,26.7915,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-03-22,26.7915,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-03-29,32.1498,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-04-05,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-04-12,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-04-19,20.383800000000004,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,observed,2025-04-26,15.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,No vaccination
pregnant,vaccine100,2024-01-06,82.57140299999999,76.409358,88.733448,18.075332,13.947666133333335,22.6205184,18.075332,13.947666133333335,22.6205184,100% vaccination
pregnant,vaccine100,2024-01-13,86.161464,79.731504,92.59142399999999,18.861216,14.554086400000001,23.604019200000003,36.936548,28.501752533333338,46.224537600000005,100% vaccination
pregnant,vaccine100,2024-01-20,71.80121999999999,66.44292,77.15952,15.717680000000001,12.128405333333335,19.670015999999997,52.654228,40.63015786666667,65.8945536,100% vaccination
pregnant,vaccine100,2024-01-27,61.031037,56.476482000000004,65.585592,13.360028000000002,10.309144533333336,16.719513600000003,66.014256,50.93930240000001,82.6140672,100% vaccination
pregnant,vaccine100,2024-02-03,61.031037,56.476482000000004,65.585592,13.360028000000002,10.309144533333336,16.719513600000003,79.374284,61.24844693333335,99.333580799999993,100% vaccination
pregnant,vaccine100,2024-02-10,53.850915,49.832190000000004,57.869640000000004,11.788260000000001,9.096304000000002,14.752511999999998,91.162544,70.34475093333334,114.08609279999999,100% vaccination
pregnant,vaccine100,2024-02-17,43.080732,39.865752,46.295711999999995,9.430608,7.2770432000000005,11.802009600000002,100.593152,77.62179413333334,125.8881024,100% vaccination
pregnant,vaccine100,2024-02-24,50.260853999999995,46.510044,54.011663999999996,11.002376,8.489883733333333,13.7690112,111.595528,86.11167786666667,139.6571136,100% vaccination
pregnant,vaccine100,2024-03-02,43.080732,39.865752,46.295711999999995,9.430608,7.2770432000000005,11.802009600000002,121.02613600000001,93.38872106666666,151.4591232,100% vaccination
pregnant,vaccine100,2024-03-09,25.130426999999997,23.255022,27.005831999999998,5.501188,4.244941866666666,6.8845056,126.52732400000001,97.63366293333333,158.3436288,100% vaccination
pregnant,vaccine100,2024-03-16,25.130426999999997,23.255022,27.005831999999998,5.501188,4.244941866666666,6.8845056,132.028512,101.87860479999999,165.22813440000002,100% vaccination
pregnant,vaccine100,2024-03-23,21.540366,19.932876,23.147855999999997,4.715304,3.6385216000000002,5.901004800000001,136.743816,105.5171264,171.12913920000003,100% vaccination
pregnant,vaccine100,2024-03-30,17.950304999999997,16.61073,19.28988,3.9294200000000004,3.0321013333333338,4.917503999999999,140.673236,108.54922773333332,176.04664320000003,100% vaccination
pregnant,vaccine100,2024-04-06,13.657146000000001,12.637956000000003,14.676336000000003,2.9896240000000005,2.3069162666666667,3.7413887999999993,143.66286,110.85614399999999,179.78803200000004,100% vaccination
pregnant,vaccine100,2024-04-13,13.657146000000001,12.637956000000003,14.676336000000003,2.9896240000000005,2.3069162666666667,3.7413887999999993,146.652484,113.16306026666665,183.52942080000005,100% vaccination
pregnant,vaccine100,2024-04-20,10.242859499999998,9.478466999999998,11.007252,2.242218,1.7301872000000003,2.8060415999999995,148.894702,114.89324746666665,186.33546240000004,100% vaccination
pregnant,vaccine100,2024-04-27,13.657146000000001,12.637956000000003,14.676336000000003,2.9896240000000005,2.3069162666666667,3.7413887999999993,151.884326,117.20016373333331,190.07685120000005,100% vaccination
pregnant,vaccine100,2024-05-04,10.242859499999998,9.478466999999998,11.007252,2.242218,1.7301872000000003,2.8060415999999995,154.126544,118.93035093333332,192.88289280000004,100% vaccination
pregnant,vaccine100,2024-05-11,10.242859499999998,9.478466999999998,11.007252,2.242218,1.7301872000000003,2.8060415999999995,156.368762,120.66053813333332,195.68893440000002,100% vaccination
pregnant,vaccine100,2024-05-18,10.242859499999998,9.478466999999998,11.007252,2.242218,1.7301872000000003,2.8060415999999995,158.61098,122.39072533333332,198.494976,100% vaccination
pregnant,vaccine100,2024-05-25,13.657146000000001,12.637956000000003,14.676336000000003,2.9896240000000005,2.3069162666666667,3.7413887999999993,161.600604,124.69764159999998,202.23636480000002,100% vaccination
pregnant,vaccine100,2024-06-01,17.0714325,15.797445000000002,18.34542,3.7370300000000003,2.8836453333333334,4.676735999999999,165.337634,127.58128693333332,206.91310080000002,100% vaccination
pregnant,vaccine100,2024-06-08,17.0714325,15.797445000000002,18.34542,3.7370300000000003,2.8836453333333334,4.676735999999999,169.074664,130.46493226666664,211.58983680000003,100% vaccination
pregnant,vaccine100,2024-06-15,20.485718999999996,18.956933999999997,22.014504,4.484436,3.4603744000000005,5.612083199999999,173.5591,133.92530666666664,217.20192000000003,100% vaccination
pregnant,vaccine100,2024-06-22,17.0714325,15.797445000000002,18.34542,3.7370300000000003,2.8836453333333334,4.676735999999999,177.29613,136.80895199999998,221.87865600000003,100% vaccination
pregnant,vaccine100,2024-06-29,27.314292000000002,25.275912000000005,29.352672000000005,5.979248000000001,4.613832533333333,7.482777599999999,183.27537800000002,141.4227845333333,229.36143360000003,100% vaccination
pregnant,vaccine100,2024-07-06,35.26143,32.62998,37.892880000000005,7.718920000000002,5.956234666666669,9.659904,190.99429800000001,147.37901919999996,239.02133760000004,100% vaccination
pregnant,vaccine100,2024-07-13,35.26143,32.62998,37.892880000000005,7.718920000000002,5.956234666666669,9.659904,198.713218,153.33525386666662,248.68124160000005,100% vaccination
pregnant,vaccine100,2024-07-20,38.787573,35.89297800000001,41.682168000000004,8.490812,6.551858133333335,10.6258944,207.20403000000002,159.88711199999995,259.30713600000007,100% vaccination
